url,page_type,http_status,canonical,robots,sitemap_membership,crawl_depth,incoming_links,indexability,reason
/,HOMEPAGE,200,https://www.pottyregisteredpuppies.com,"default index,follow",YES,0,0,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/about,ABOUT,200,https://www.pottyregisteredpuppies.com/about,"default index,follow",YES,1,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/breeds,BREEDS_HUB,200,https://www.pottyregisteredpuppies.com/breeds,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/bichon-frise,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/bichon-frise,"default index,follow",YES,1,4,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/biewer-terrier,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/biewer-terrier,"default index,follow",YES,1,5,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/chihuahua,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/chihuahua,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/coton-de-tulear,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/coton-de-tulear,"default index,follow",YES,1,18,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/dachshund,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/dachshund,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/doodle,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/doodle,"default index,follow",YES,1,5,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/frenchie,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/frenchie,"default index,follow",YES,1,5,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/king-charles,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/king-charles,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/maltese,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/maltese,"default index,follow",YES,1,17,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/maltipom,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/maltipom,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/maltipoo,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/maltipoo,"default index,follow",YES,1,12,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/maltitzu,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/maltitzu,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/mame-shiba,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/mame-shiba,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/mauzer,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/mauzer,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/mini-schnauzer,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/mini-schnauzer,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/morkie,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/morkie,"default index,follow",YES,1,19,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/pomapoo,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/pomapoo,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/pomeranian,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/pomeranian,"default index,follow",YES,1,14,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/pomsky,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/pomsky,"default index,follow",YES,1,16,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/poodle,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/poodle,"default index,follow",YES,1,13,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/pug,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/pug,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/shih-zhu,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/shih-zhu,"default index,follow",YES,1,2,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/breeds/yorkie,BREED_DETAIL,200,https://www.pottyregisteredpuppies.com/breeds/yorkie,"default index,follow",YES,1,15,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/contact,CONTACT,200,https://www.pottyregisteredpuppies.com/contact,"default index,follow",YES,1,5,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/guides,GUIDES_HUB,200,https://www.pottyregisteredpuppies.com/guides,"index, follow",YES,1,3,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/guides?category=Getting%20Started,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,1,NOINDEX,Utility filter URL.
/guides?category=Guidance,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,3,NOINDEX,Utility filter URL.
/guides?category=Health,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,5,NOINDEX,Utility filter URL.
/guides?category=Lifestyle,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,6,NOINDEX,Utility filter URL.
/guides?category=Preparation,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,2,NOINDEX,Utility filter URL.
/guides?category=Training,OTHER,200,https://www.pottyregisteredpuppies.com/guides,"noindex, follow",NO,2,4,NOINDEX,Utility filter URL.
/guides/choosing-the-right-breed,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/choosing-the-right-breed,"default index,follow",YES,1,24,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/guides/health-and-care,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/health-and-care,"default index,follow",YES,1,41,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/guides/pet-insurance-guide,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/pet-insurance-guide,"default index,follow",YES,1,3,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/guides/preparing-for-a-puppy,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/preparing-for-a-puppy,"default index,follow",YES,1,18,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/guides/puppy-training-basics,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/puppy-training-basics,"default index,follow",YES,1,13,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/guides/questions-to-ask,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/questions-to-ask,"default index,follow",YES,1,32,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/guides/travelling-with-your-puppy,GUIDE_ARTICLE,200,https://www.pottyregisteredpuppies.com/guides/travelling-with-your-puppy,"default index,follow",YES,1,3,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies,PUPPIES_HUB,200,https://www.pottyregisteredpuppies.com/puppies,"default index,follow",YES,1,1,READY_FOR_INDEXING,"Core hub, priority breed, or strongest guide."
/puppies/aaron-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aaron-male-2,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/agatha-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/agatha-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/agatha-female-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/agatha-female-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-6,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/agatha-female-7,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/agatha-female-7,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/alfie-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/alfie-male,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amber-female-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amber-female-6,"default index,follow",YES,2,3,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amelia-female-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amelia-female-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amelia-female-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-6,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/amelia-female-7,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/amelia-female-7,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/archie-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/archie-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/aria-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aria-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arlo-male-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arlo-male-6,"default index,follow",YES,2,5,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arthur-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arthur-male-1,"default index,follow",YES,2,3,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/arthur-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/arthur-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/aspen-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aspen-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/aspen-male-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aspen-male-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/aspen-male-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aspen-male-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/aurora-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/aurora-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-6,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-6,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/austin-male-7,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/austin-male-7,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/azure-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/azure-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bagel-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bagel-male-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bagel-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bagel-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bagel-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bagel-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bagel-male-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bagel-male-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bailey-male-3,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bailey-male-3,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bambi-female-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bambi-female-1,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bambi-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bambi-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/baxter-male-1,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/baxter-male-1,"default index,follow",YES,2,4,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/beau-male-2,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/beau-male-2,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bennett-male,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bennett-male,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bentley-male-4,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bentley-male-4,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/bentley-male-5,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/bentley-male-5,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
/puppies/berry-female,PUPPY_DETAIL,200,https://www.pottyregisteredpuppies.com/puppies/berry-female,"default index,follow",YES,2,2,DISCOVER_VIA_SITEMAP,Valid canonical URL; allow sitemap and internal-link discovery.
